FG,版次,物料描述,工厂,BOM用途,创建日期,修改日期,component,版次,组件描述,quantity,超领率,UOM,采购类型,优先级,替代组,使用可能性,ICT项目类别,排序字符串,项目文本行 2,策略,与核算成本相关标识,项目文本行1,生产仓储地点
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,7/29/22,280-0696,1B,TIA Submount,1000.000,0.50,ST,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,7/5/22,280-1011,1B,"Silicon Field Lens,R0.3,1.75*0.34*0.275",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,7/5/22,280-0992,1B,"Field lens spacer 2,0.5*0.4*0.245mm",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",1.500,0,ML,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,,310-0282,1A,"Acrylate,Innolight,UV-61,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,,310-0234,1A,"Epoxy,Innolight,UV-T21,30ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,4/9/21,5/18/23,915-0040,1A,"Gold Wire UB-1.0MIL,1000M/卷",0.015,0,ZPC,F,0,,0,L,,,,X,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,1/4/22,,310-0147,1A,"Epoxy,Innolight,T-16,30ml/支",12.821,0,ML,F,0,,0,L,,,,,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,1/4/22,,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",32.200,0,G,F,0,,0,L,,,,,,1016
280-1819,1A,"CB BOM,CGR4 Gen3(Weld+Sum+GCS+GN2110B)",1000,1,3/24/23,,101-0001,1A,"WB Capacitor,220pF,+80%,-20%,16V",6000.000,1.20,ST,F,0,A3,100,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/5/22,280-0803,1B,"MPD Assembly Bom,QSFP28 CGR4 Gen3",1000.000,2.70,ST,E,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-0213,1A,aspherical lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-0765,1A,"Lens,Φ1.0,EYLGUFB508A",4000.000,1.40,ST,F,0,A1,100,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-0425,1A,Aspheric Glass Round Bare Lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,284-0014,1C,"TX LD Lens,G27Ø1.0*0.8,Optowide,TA17020",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-0810,1C,"CoC submount 9*2.2*0.3mm,AlN",1000.000,0.30,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-1093-27,1D,"TX COC Ass-BOM,CGR4 Gen3,Sumitomo 1270nm",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-1093-29,1D,"TX COC Ass-BOM,CGR4 Gen3,Sumitomo 1290nm",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-1093-31,1D,"TX COC Ass-BOM,CGR4 Gen3,Sumitomo 1310nm",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-1093-33,1D,"TX COC Ass-BOM,CGR4 Gen3,Sumitomo 1330nm",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,504-1532,1C,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",1000.000,0,ST,F,0,B1,100,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,504-1319,4B,"PCBA BOM,QSFP28 CWDM4 COP-Duplex",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,504-1693,1C,"PCBA,CWDM4 COP-Duplex,for prevent",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,504-1548,1B,"PCBA BOM,CWDM4-Duplex,Silerg Loss Switch",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,504-1817,1B,"PCBA BOM,COP-Duplex for TOSHIBA MOS",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,320-0763,1B,"heatsink Kovar 4J29,breadth:13.85mm",1000.000,0,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/5/22,280-0770,1A,"Cosemi,InGaAs 1x4 PD Array",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/5/22,140-0547,1A,"IC,Quad 25Gb/s TIA & CDR Receiver Array",1000.000,0.90,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,100-0084,1A,"Capacitor,220pF,+80%,-20%,16V,lead free",6000.000,1.20,ST,F,0,A3,0,L,,,1,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/29/22,280-0696,1B,TIA Submount,1000.000,0.50,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/5/22,280-1011,1B,"Silicon Field Lens,R0.3,1.75*0.34*0.275",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,7/5/22,280-0992,1B,"Field lens spacer 2,0.5*0.4*0.245mm",2000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",1.500,0,ML,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,310-0282,1A,"Acrylate,Innolight,UV-61,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,,310-0234,1A,"Epoxy,Innolight,UV-T21,30ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,4/12/21,5/18/23,915-0040,1A,"Gold Wire UB-1.0MIL,1000M/卷",0.015,0,ZPC,F,0,,0,L,,,,X,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,1/4/22,,310-0147,1A,"Epoxy,Innolight,T-16,30ml/支",12.821,0,ML,F,0,,0,L,,,,,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,1/4/22,,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",32.200,0,G,F,0,,0,L,,,,,,1016
280-1818,1A,"CB BOM,CGR4 Gen3(Sumi+Cosemi+GN2110B)",1000,1,3/24/23,,101-0001,1A,"WB Capacitor,220pF,+80%,-20%,16V",6000.000,1.20,ST,F,0,A3,100,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/5/22,280-0803,1B,"MPD Assembly Bom,QSFP28 CGR4 Gen3",1000.000,2.70,ST,E,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0213,1A,aspherical lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0765,1A,"Lens,Φ1.0,EYLGUFB508A",4000.000,1.40,ST,F,0,A1,100,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0425,1A,Aspheric Glass Round Bare Lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,284-0014,1C,"TX LD Lens,G27Ø1.0*0.8,Optowide,TA17020",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0810,1C,"CoC submount 9*2.2*0.3mm,AlN",1000.000,0.30,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-27,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1271nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-29,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1291nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-31,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1311nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-33,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1331nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,4/12/21,504-1532,1C,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",1000.000,0,ST,F,0,B1,100,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,4/12/21,504-1319,4B,"PCBA BOM,QSFP28 CWDM4 COP-Duplex",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,4/12/21,504-1693,1C,"PCBA,CWDM4 COP-Duplex,for prevent",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,4/12/21,504-1548,1B,"PCBA BOM,CWDM4-Duplex,Silerg Loss Switch",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,4/12/21,504-1817,1B,"PCBA BOM,COP-Duplex for TOSHIBA MOS",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,,320-0763,1B,"heatsink Kovar 4J29,breadth:13.85mm",1000.000,0,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/5/22,280-0770,1A,"Cosemi,InGaAs 1x4 PD Array",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/5/22,140-0547,1A,"IC,Quad 25Gb/s TIA & CDR Receiver Array",1000.000,0.90,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,100-0084,1A,"Capacitor,220pF,+80%,-20%,16V,lead free",6000.000,1.20,ST,F,0,A3,0,L,,,1,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/29/22,280-0696,1B,TIA Submount,1000.000,0.50,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/5/22,280-1011,1B,"Silicon Field Lens,R0.3,1.75*0.34*0.275",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,7/5/22,280-0992,1B,"Field lens spacer 2,0.5*0.4*0.245mm",2000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",1.500,0,ML,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,,310-0282,1A,"Acrylate,Innolight,UV-61,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,,310-0234,1A,"Epoxy,Innolight,UV-T21,30ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,4/12/21,5/18/23,915-0040,1A,"Gold Wire UB-1.0MIL,1000M/卷",0.015,0,ZPC,F,0,,0,L,,,,X,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,1/4/22,,310-0147,1A,"Epoxy,Innolight,T-16,30ml/支",12.821,0,ML,F,0,,0,L,,,,,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,1/4/22,,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",32.200,0,G,F,0,,0,L,,,,,,1016
280-1820,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+Cos+GN2110B)",1000,1,3/24/23,,101-0001,1A,"WB Capacitor,220pF,+80%,-20%,16V",6000.000,1.20,ST,F,0,A3,100,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/5/22,280-0803,1B,"MPD Assembly Bom,QSFP28 CGR4 Gen3",1000.000,2.70,ST,E,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0213,1A,aspherical lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0765,1A,"Lens,Φ1.0,EYLGUFB508A",4000.000,1.40,ST,F,0,A1,100,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0425,1A,Aspheric Glass Round Bare Lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,284-0014,1C,"TX LD Lens,G27Ø1.0*0.8,Optowide,TA17020",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0810,1C,"CoC submount 9*2.2*0.3mm,AlN",1000.000,0.30,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-27,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1271nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-29,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1291nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-31,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1311nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0916-33,1D,"TX COC Ass-BOM,CGR4 Gen3(Oclaro 1331nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,8/30/21,504-1532,1C,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",1000.000,0,ST,F,0,B1,100,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,8/30/21,504-1319,4B,"PCBA BOM,QSFP28 CWDM4 COP-Duplex",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,8/30/21,504-1693,1C,"PCBA,CWDM4 COP-Duplex,for prevent",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,8/30/21,504-1548,1B,"PCBA BOM,CWDM4-Duplex,Silerg Loss Switch",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,8/30/21,504-1817,1B,"PCBA BOM,COP-Duplex for TOSHIBA MOS",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,,320-0763,1B,"heatsink Kovar 4J29,breadth:13.85mm",1000.000,0,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/5/22,280-0607,1A,"Pin PD,1x4,25Gbps Long Wavelength InGaAs",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/5/22,140-0547,1A,"IC,Quad 25Gb/s TIA & CDR Receiver Array",1000.000,0.90,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,100-0084,1A,"Capacitor,220pF,+80%,-20%,16V,lead free",6000.000,1.20,ST,F,0,A3,0,L,,,1,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/29/22,280-0696,1B,TIA Submount,1000.000,0.50,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/5/22,280-1011,1B,"Silicon Field Lens,R0.3,1.75*0.34*0.275",1000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,7/5/22,280-0992,1B,"Field lens spacer 2,0.5*0.4*0.245mm",2000.000,1.80,ST,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,,313-0001,1A,"Epoxy,Innolight,T-30,3ml/支",1.500,0,ML,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,,310-0282,1A,"Acrylate,Innolight,UV-61,3ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,,310-0234,1A,"Epoxy,Innolight,UV-T21,30ml/支",0.100,0,ML,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,4/12/21,5/18/23,915-0040,1A,"Gold Wire UB-1.0MIL,1000M/卷",0.015,0,ZPC,F,0,,0,L,,,,X,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,1/4/22,,310-0147,1A,"Epoxy,Innolight,T-16,30ml/支",12.821,0,ML,F,0,,0,L,,,,,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,1/4/22,,310-0368,1A,"Epoxy,Innolight,T-48,18G/支",32.200,0,G,F,0,,0,L,,,,,,1016
280-1821,1A,"CB BOM,CGR4 Gen3(Weld+Ocl+GCS+GN2110B)",1000,1,3/24/23,,101-0001,1A,"WB Capacitor,220pF,+80%,-20%,16V",6000.000,1.20,ST,F,0,A3,100,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/5/22,280-0803,1B,"MPD Assembly Bom,QSFP28 CGR4 Gen3",1000.000,2.70,ST,E,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-0213,1A,aspherical lens,4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-0765,1A,"Lens,Φ1.0,EYLGUFB508A",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-0425,1A,Aspheric Glass Round Bare Lens,4000.000,1.40,ST,F,0,A1,100,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,284-0014,1C,"TX LD Lens,G27Ø1.0*0.8,Optowide,TA17020",4000.000,1.40,ST,F,0,A1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-0810,1C,"CoC submount 9*2.2*0.3mm,AlN",1000.000,0.30,ST,F,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-1049-27,1C,"TX COC Ass-BOM,CWDM4(Oclaro DFB 1270nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-1049-29,1C,"TX COC Ass-BOM,CWDM4(Oclaro DFB 1290nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-1049-31,1C,"TX COC Ass-BOM,CWDM4(Oclaro DFB 1310nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,7/29/22,280-1049-33,1C,"TX COC Ass-BOM,CWDM4(Oclaro DFB 1330nm)",1000.000,0.60,ST,E,0,,0,L,,,,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,8/30/21,504-1532,1C,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",1000.000,0,ST,F,0,B1,100,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,8/30/21,504-1319,4B,"PCBA BOM,QSFP28 CWDM4 COP-Duplex",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,8/30/21,504-1693,1C,"PCBA,CWDM4 COP-Duplex,for prevent",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,8/30/21,504-1548,1B,"PCBA BOM,CWDM4-Duplex,Silerg Loss Switch",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
280-1822,1A,"CB BOM,CGR4 Gen3(Weld+Ocl(CWDM4)+GN2110B",1000,1,4/12/21,8/30/21,504-1817,1B,"PCBA BOM,COP-Duplex for TOSHIBA MOS",1000.000,0,ST,F,0,B1,0,L,,,1,X,,1016
