类,交货,项目,类别,创建者,时间,创建日期,PN,已输入物料,物料组,Plant,Storage,批次,供应商批次,客户物料号,产品模式,Quantity_Delivered,计,SU,分子,分母,净重量,毛重,WUn,业务量,VUn,PD,无限制,过量交货限度,交货不足限度,BS,冻结,Mat.Av.Dt.,Quantity,Description,仓位,起始凭证,项目,凭证,PrDocLogSys,参考凭证,参考项,U,上层项,BilRl,LGrp,运输组
800,0080209870,10,YKEN,BIZLINK,1:21:04 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,40,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019378,10,X,0,K,0001,0001
800,0080209871,10,YKEN,BIZLINK,1:26:22 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,40,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019379,10,X,0,K,0001,0001
800,0080209958,10,YKBN,WANGZB,6:27:20 PM,2/27/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,40,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020018046,10,X,0,,0001,0001
800,0080210202,10,YKEN,BIZLINK,9:09:41 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019454,60,X,0,K,0001,0001
800,0080210202,20,YKEN,BIZLINK,9:09:41 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019454,70,X,0,K,0001,0001
800,0080210241,10,YKEN,BIZLINK,10:00:19 AM,2/29/24,500-5614-020,500-5614-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 20m BRCM Vcsel Cisco,,,0,,,0040019460,990,X,0,K,0001,0001
800,0080210242,10,YKEN,BIZLINK,10:04:19 AM,2/29/24,500-5614-020,500-5614-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 20m BRCM Vcsel Cisco,,,0,,,0040019461,990,X,0,K,0001,0001
800,0080210247,10,YKEN,BIZLINK,10:15:34 AM,2/29/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0040019465,1160,X,0,K,0001,0001
800,0080210256,10,YKEN,BIZLINK,10:33:01 AM,2/29/24,500-5391-025,500-5391-025,500,1000,3013,,,10-3180-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 25m Sony Vcsel Cisco,,,0,,,0040019472,360,X,0,K,0001,0001
800,0080210294,10,YKEN,BIZLINK,11:16:56 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019494,250,X,0,K,0001,0001
800,0080210296,10,YKEN,BIZLINK,11:18:15 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019496,490,X,0,K,0001,0001
800,0080210299,10,YKEN,BIZLINK,11:20:20 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019498,80,X,0,K,0001,0001
800,0080210300,10,YKEN,BIZLINK,11:21:21 AM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019499,680,X,0,K,0001,0001
800,0080210301,10,YKEN,BIZLINK,11:21:43 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019500,90,X,0,K,0001,0001
800,0080210303,10,YKEN,BIZLINK,11:23:07 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019501,100,X,0,K,0001,0001
800,0080210304,10,YKEN,BIZLINK,11:23:53 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019502,100,X,0,K,0001,0001
800,0080210307,10,YKEN,BIZLINK,11:27:20 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019509,110,X,0,K,0001,0001
800,0080210330,10,YKEN,BIZLINK,11:50:39 AM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019523,680,X,0,K,0001,0001
800,0080210386,10,YKEN,BIZLINK,2:12:01 PM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019534,120,X,0,K,0001,0001
800,0080210387,10,YKEN,BIZLINK,2:14:28 PM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019535,140,X,0,K,0001,0001
800,0080210516,30,YKEN,BIZLINK,6:43:15 PM,2/29/24,500-5614-015,500-5614-015,500,1000,3013,,,10-3178-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 15m BRCM Vcsel Cisco,,,0,,,0040019559,40,X,0,K,0001,0001
800,0080210557,10,YKEN,BIZLINK,10:37:09 PM,2/29/24,500-5614-020,500-5614-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,40,Q28 AOC G3 20m BRCM Vcsel Cisco,,,0,,,0040019565,990,X,0,K,0001,0001
800,0080210784,10,YKBN,BIZLINK,12:21:57 PM,3/3/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,40,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0020017747,80,X,0,,0001,0001
800,0080210785,10,YKBN,BIZLINK,12:22:17 PM,3/3/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/19/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017742,20,X,0,,0001,0001
800,0080210786,10,YKBN,BIZLINK,12:22:25 PM,3/3/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/26/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017742,30,X,0,,0001,0001
800,0080210787,10,YKBN,BIZLINK,12:22:33 PM,3/3/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/26/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017742,40,X,0,,0001,0001
800,0080210788,10,YKBN,BIZLINK,12:22:41 PM,3/3/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/10/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017742,50,X,0,,0001,0001
800,0080210973,10,YKBN,BIZLINK,2:17:43 PM,3/4/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/4/24,40,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0020018058,10,X,0,,0001,0001
800,0080211008,10,YKBN,ZHANGDL,5:55:49 PM,3/4/24,500-5550,500-5550,500,1000,3013,,,34061299,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/10/24,40,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",,,0,,,0020017987,1,X,0,,0001,0001
800,0080211706,10,YKBN,BIZLINK,9:17:06 AM,3/8/24,500-5391-020,500-5391-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,40,Q28 AOC G3 20m Sony Vcsel Cisco,,,0,,,0020017747,1050,X,0,,0001,0001
800,0080211707,10,YKBN,BIZLINK,9:17:16 AM,3/8/24,500-5391-020,500-5391-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,40,Q28 AOC G3 20m Sony Vcsel Cisco,,,0,,,0020017747,1060,X,0,,0001,0001
800,0080211708,10,YKBN,BIZLINK,9:17:29 AM,3/8/24,500-5391-020,500-5391-020,500,1000,3013,,,10-3179-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/5/24,40,Q28 AOC G3 20m Sony Vcsel Cisco,,,0,,,0020017747,1070,X,0,,0001,0001
800,0080212831,10,YKBN,BIZLINK,7:52:18 AM,3/16/24,500-5391-030,500-5391-030,500,7000,3013,,,10-3181-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,6/14/24,40,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017956,10,X,0,,0001,0001
800,0080212987,10,YKEN,BIZLINK,10:04:27 PM,3/17/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/17/24,40,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019613,10,X,0,K,0001,0001
800,0080213146,10,YKBN,BIZLINK,3:36:28 PM,3/18/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/18/24,40,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0020017381,10,X,0,,0001,0001
800,0080213197,10,YKBN,BIZLINK,7:55:28 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,40,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020018112,10,X,0,,0001,0001
800,0080213198,10,YKBN,BIZLINK,7:55:44 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,40,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020018112,50,X,0,,0001,0001
800,0080213199,10,YKBN,BIZLINK,7:55:52 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,40,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020018112,70,X,0,,0001,0001
800,0080213200,10,YKBN,BIZLINK,7:56:00 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/22/24,40,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020018112,90,X,0,,0001,0001
800,0080213245,10,YKEN,BIZLINK,9:24:54 AM,3/19/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,40,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0040019677,220,X,0,K,0001,0001
800,0080213323,10,YKEN,BIZLINK,11:03:46 AM,3/19/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,40,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/19/24,40,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019648,240,X,0,K,0001,0001
800,0080210394,10,YKEN,BIZLINK,2:22:18 PM,2/29/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,44,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,44,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040019540,100,X,0,K,0001,0001
800,0080212269,10,ZTAN,ZHANGDL,4:11:18 PM,3/12/24,500-7041,500-7041,500,1000,3013,,,34061299-006,SM,45,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,7/5/24,45,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,,0,,,0010038823,3,X,0,K,0001,0001
800,0080206427,10,YKEN,BIZLINK,2:00:26 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,48,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019005,10,X,0,K,0001,0001
800,0080206428,10,YKEN,BIZLINK,2:00:28 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,48,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019006,10,X,0,K,0001,0001
800,0080207235,10,YKEN,ZHANGDL,10:37:27 AM,2/4/24,500-5550,500-5550,500,1000,3013,,,34061299,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/4/24,48,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",,,0,,,0040019177,1,X,0,K,0001,0001
800,0080207495,10,YKBN,BIZLINK,2:09:19 PM,2/6/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/6/24,48,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0020017378,10,X,0,,0001,0001
800,0080209862,10,YKEN,BIZLINK,1:15:13 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,48,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019369,10,X,0,K,0001,0001
800,0080209894,10,YKEN,BIZLINK,1:55:16 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,48,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019394,10,X,0,K,0001,0001
800,0080210772,10,YKBN,BIZLINK,12:18:07 PM,3/3/24,500-5702,500-5702,500,7000,3013,,,10-3512-01,MM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,48,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0020017993,80,X,0,,0001,0001
800,0080211611,10,YKBN,BIZLINK,4:03:16 PM,3/7/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/7/24,48,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0020017379,10,X,0,,0001,0001
800,0080211612,10,YKBN,BIZLINK,4:03:18 PM,3/7/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,48,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/7/24,48,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0020017380,10,X,0,,0001,0001
800,0080203208,10,ZTAN,WANGZB,4:01:09 PM,1/10/24,500-5989,500-5989,500,1000,3013,,,3406A04V,MM,50,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/10/24,50,100G Q28 SR4 Gen3 Avago HP,,,0,,,0010036236,30,X,0,K,0001,0001
800,0080205299,10,YKBN,WANGZB,2:40:36 PM,1/24/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,50,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/24/24,50,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020017919,10,X,0,,0001,0001
800,0080206344,10,YKEN,BIZLINK,1:56:50 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,50,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,50,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040018922,10,X,0,K,0001,0001
800,0080210313,10,YKEN,BIZLINK,11:29:23 AM,2/29/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,50,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,50,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0040019511,580,X,0,K,0001,0001
800,0080210317,10,YKEN,ZHANGDL,11:32:11 AM,2/29/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,50,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,50,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040019505,1,X,0,K,0001,0001
800,0080207584,10,YKBN,BIZLINK,7:59:11 AM,2/7/24,500-5614-002,500-5614-002,500,1000,3013,,,10-3173-04,MM,54,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,54,Q28 AOC G3 2m BRCM Vcsel Cisco,,,0,,,0020017747,220,X,0,,0001,0001
800,0080206233,10,YKEN,BIZLINK,7:58:45 PM,1/29/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,55,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,55,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040018865,10,X,0,K,0001,0001
800,0080210789,10,YKBN,BIZLINK,12:23:02 PM,3/3/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,55,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,55,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017753,20,X,0,,0001,0001
800,0080212440,10,YKBN,BIZLINK,9:09:35 PM,3/13/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,55,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/13/24,55,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017930,20,X,0,,0001,0001
800,0080203434,10,ZTAN,BIZLINK,10:48:13 AM,1/12/24,500-6099,500-6099,500,1000,3013,,,10-3190-02,MM,56,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/12/24,56,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0010038399,20,X,0,K,0001,0001
800,0080209860,10,YKEN,BIZLINK,1:13:39 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,56,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,56,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019367,10,X,0,K,0001,0001
800,0080209861,10,YKEN,BIZLINK,1:14:19 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,56,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,56,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019368,10,X,0,K,0001,0001
800,0080201902,10,ZTAN,YANGLH,10:42:00 AM,1/2/24,500-6336,500-6336,500,1000,3013,,,0330306A0022,MM,60,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/2/24,60,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",,,0,,,0010035477,10,X,0,K,0001,0001
800,0080205722,10,ZTAN,SUNYJ,1:28:20 PM,1/26/24,500-5595,500-5595,500,1000,3013,,,795250EBKK3223,SM,60,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,60,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,,0,,,0010038861,10,X,0,K,0001,0001
800,0080206408,10,YKEN,BIZLINK,1:59:34 PM,1/30/24,500-5391-020,500-5391-020,500,1000,3013,,,10-3179-04,MM,60,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,60,Q28 AOC G3 20m Sony Vcsel Cisco,,,0,,,0040018986,10,X,0,K,0001,0001
800,0080211518,20,ZTAN,WANGZB,10:59:39 AM,3/7/24,500-4672,500-4672,500,1000,3013,,,3406A075,SM,60,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/7/24,60,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,,0,,,0010038223,20,X,0,K,0001,0001
800,0080212262,10,ZTAN,ZHANGDL,3:57:08 PM,3/12/24,500-6035,500-6035,500,1000,3013,,,34061300,SM,60,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,5/31/24,60,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,,0,,,0010039016,1,X,0,K,0001,0001
800,0080205003,10,YKEN,ZHANGDL,2:41:45 PM,1/22/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,62,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/22/24,62,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040018777,1,X,0,K,0001,0001
800,0080202624,10,YKBN,BIZLINK,4:05:53 PM,1/6/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/6/24,64,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017596,10,X,0,,0001,0001
800,0080202625,10,YKBN,BIZLINK,4:06:01 PM,1/6/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/6/24,64,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0020017597,10,X,0,,0001,0001
800,0080206272,10,YKEN,BIZLINK,9:22:39 PM,1/29/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,64,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040018900,10,X,0,K,0001,0001
800,0080206273,10,YKEN,BIZLINK,9:23:25 PM,1/29/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,64,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040018901,10,X,0,K,0001,0001
800,0080206274,10,YKEN,BIZLINK,9:24:09 PM,1/29/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,64,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040018902,10,X,0,K,0001,0001
800,0080206526,10,YKEN,BIZLINK,2:04:35 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,64,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019104,10,X,0,K,0001,0001
800,0080208961,10,YKEN,ZHANGDL,9:40:03 AM,2/22/24,500-5550,500-5550,500,1000,3013,,,34061299,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/22/24,64,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",,,0,,,0040019199,1,X,0,K,0001,0001
800,0080209491,10,YKEN,BIZLINK,5:09:23 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,64,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019299,10,X,0,K,0001,0001
800,0080209492,10,YKEN,BIZLINK,5:09:25 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,64,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019300,10,X,0,K,0001,0001
800,0080209905,10,YKEN,BIZLINK,2:03:35 PM,2/27/24,561-0026,561-0026,561,7000,3013,,,740-061408,SM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,64,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",,,0,,,0040019404,10,X,0,K,0001,0001
800,0080212169,10,YKBN,BIZLINK,8:52:06 AM,3/12/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,64,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,4/19/24,64,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,340,X,0,,0001,0001
