Creation_Date,WO,Type,PN,Description,Plant,Quantity_GMEIN,Delivered_Quantity_GMEIN,UOM_GMEIN,Start_Date,Due_Date,Status,输入者,Reserved_Number,Group,Process,Storage,Actual_Assigned_Date,Actual_Finished_Date,Scrap_GMEIN,Actual_Start_Date
7/5/2024,WOOBAE48,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000",0,PC,7/15/2024,8/6/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068737,F28,OE,,7/5/2024,,28,7/10/2024
7/5/2024,WOOBAE49,XC01,280-1428,lens ass(2.0dB attenuation)QSFP28 SR4,2000,"1,000",0,PC,7/15/2024,7/20/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068738,F29,LENS,,7/5/2024,,20,7/12/2024
7/5/2024,WOOBAE50,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,000",0,PC,7/15/2024,8/5/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068739,F29,OE,,7/5/2024,,20,7/11/2024
7/5/2024,WOOBAE52,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,500",0,PC,7/17/2024,8/8/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068741,F28,OE,,7/5/2024,,35,7/13/2024
7/5/2024,WOOBAE53,XC01,280-1428,lens ass(2.0dB attenuation)QSFP28 SR4,2000,"1,500",0,PC,7/17/2024,7/22/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068742,F29,LENS,,7/5/2024,,30,7/15/2024
7/5/2024,WOOBAE54,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,500",0,PC,7/17/2024,8/7/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8068743,F29,OE,,7/5/2024,,30,7/14/2024
7/4/2024,WOOBAE30,XC01,500-6099,"100G Q28 SR4 G3,Sony Vcsel Cisco",2000,487,464,PC,7/11/2024,7/30/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8055830,F29,Module,2019,7/4/2024,7/15/2024,24,7/5/2024
7/4/2024,WOOBAE32,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000",0,PC,7/11/2024,8/2/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8055868,F28,OE,,7/4/2024,,28,7/6/2024
7/4/2024,WOOBAE34,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,000",0,PC,7/11/2024,8/1/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8055870,F29,OE,,7/4/2024,,20,7/6/2024
7/3/2024,RIOBAE27M0,XC01,500-5615-030,Q28 AOC G3 30m BRCM Vcsel AB side Cisco,1000,111,89,PC,7/8/2024,7/22/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8043303,F28,Module,2019,7/3/2024,7/11/2024,3,7/8/2024
7/2/2024,WOOBAE15,XC01,503-0036-IW,"SR4 100m semetch+Sony+GCS,blank,cisco IW",6000,"1,000",946,PC,7/10/2024,8/5/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,ZHANGLI,8029288,F29,Module,2019,7/2/2024,7/12/2024,48,7/5/2024
7/2/2024,WOOBAE18,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000","1,061",PC,7/9/2024,7/31/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,ZHANGLI,8029346,F28,OE,,7/2/2024,7/15/2024,28,7/3/2024
7/2/2024,WOOBAE20,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,500",736,PC,7/9/2024,7/30/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,ZHANGLI,8029351,F29,OE,,7/2/2024,7/15/2024,30,7/4/2024
7/1/2024,WOOBAE02,XC01,500-6099,"100G Q28 SR4 G3,Sony Vcsel Cisco",2000,500,475,PC,7/8/2024,7/27/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8015221,F29,Module,2019,7/1/2024,7/15/2024,24,7/2/2024
7/1/2024,WOOBAE11,XC01,500-5495-007,Q28 AOC G3 7m Sony Vcsel Cisco,1000,415,411,PC,7/5/2024,7/19/2024,REL  PCNF PRC  GMPS MANC PDLV SETC,ZHANGLI,8015465,F28,Module,2019,7/1/2024,7/9/2024,11,7/7/2024
7/1/2024,ZPOBAE07,XC01,262-0300-96,OE BOM 100G SR4 for vcsel waferqual 96H,2000,80,0,PC,7/4/2024,7/31/2024,REL  PCNF PRC  BCRQ GMPS MANC SETC,ZHANGLI,8015310,F29,OE,,7/1/2024,,2,7/3/2024
6/28/2024,WOOAZE21,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000","1,817",PC,7/5/2024,7/27/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,ZHANGLI,7977482,F28,OE,,6/28/2024,7/15/2024,28,7/2/2024
6/27/2024,WOOAZE08,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000","1,978",PC,7/4/2024,7/26/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,ZHANGLI,7964644,F28,OE,,6/27/2024,7/15/2024,28,6/28/2024
6/27/2024,WOOAZE10,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,000",819,PC,7/4/2024,7/25/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,ZHANGLI,7964646,F29,OE,,6/27/2024,7/15/2024,20,7/2/2024
6/22/2024,WOOAYE38,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000","1,982",PC,6/29/2024,7/21/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,ZHANGLI,7898315,F28,OE,,6/22/2024,7/10/2024,28,6/24/2024
6/22/2024,WOOAYE40,XC01,504-1936,"OE BOM,100G SR4 GEN3 with Sony Vcsel",2000,"1,500","1,479",PC,6/29/2024,7/20/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,ZHANGLI,7898318,F29,OE,,6/22/2024,7/15/2024,30,6/25/2024
6/20/2024,WOOAYE20,XC01,504-1989,"OE BOM,100G AOC Gen3 Sony Vcsel",2000,"2,000","1,974",PC,6/27/2024,7/19/2024,REL  PCNF PRC  BCRQ GMPS MANC PDLV RESA*,ZHANGLI,7872864,F28,OE,,6/20/2024,7/15/2024,28,6/22/2024
6/20/2024,WOOAYE22,XC01,262-0078-CD,"OE BOM,100G Gen3 AOC Avago & GCS,for ET",2000,208,0,PC,6/28/2024,7/19/2024,REL  PCNF PRC  BCRQ GMPS MANC RESA SETC,ZHANGLI,7872884,F28,OE,,6/20/2024,,3,6/24/2024
