Creation_Date,SONumber,Customer_PO,CustomerCode,CustomerName,PN,IndustrialStandard,Description,客户物料编号,Description2,DeliveryDate,销售员姓名,UnmetQuantity
6/17/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-6285,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT(34061299-001)",TR-FC13T-NBK,100G QSFP28 CWDM4,6/17/2024,符春凯,5800.000
7/4/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-5550,TR-FC13T-N00,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",TR-FC13T-NBK,100G QSFP28 CWDM4,6/17/2024,符春凯,1100.000
7/4/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-7756,TR-FC13T-NBK,100G QSFP28 CWDM4 Gen3 2Km Blank,TR-FC13T-NBK,100G QSFP28 CWDM4,6/17/2024,符春凯,17131.000
7/8/2024,20018771,SINV20240617001,100346,江西迅特通信技术有限公司,500-6035,TR-FC13V-N00,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",TR-FC13V-N00,100G QSFP28 CLR4,6/17/2024,符春凯,4264.000
7/3/2024,20018882,111715951,100217,新华三信息技术有限公司,500-5773,TR-FC13T-N00-H3C,"Q28 CWDM4 Gen3,H3C(SEI,GN2105B+GN2110S)",3406A054,100G QSFP28 CWDM4,7/3/2024,高爽,880.000
7/8/2024,20018913,21202615679,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5500,TR-FC13H-HCI,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",10-3220-02,100G QSFP28 CWDM4 Lite,8/23/2024,莫兆熊,344.000
7/10/2024,20018921,111715951,100217,新华三信息技术有限公司,500-5773,TR-FC13T-N00-H3C,"Q28 CWDM4 Gen3,H3C(SEI,GN2105B+GN2110S)",3406A054,100G QSFP28 CWDM4,7/10/2024,高爽,2980.000
7/14/2024,20018935,21202618669,200469,Fabrinet C/O Fabrinet Pte.Ltd.,561-0099,TR-FC13H-HCI,"100G QSFP28 CWDM4 Lite V2(Mit),Cisco,TW",10-3220-02,100G QSFP28 CWDM4 Lite,9/13/2024,莫兆熊,56.000
9/11/2020,10023679,3001950189,200287,Intel Corporation,500-4443-010,TF-FC010-MTL,"100G AOC V2S,10m,BRCM Vcsel&ULM PD,Intel",TF-FC010-MTL,100G QSFP28 AOC Gen2.0,9/20/2020,莫兆熊,30.000
9/11/2020,10023679,3001950189,200287,Intel Corporation,500-4442,TR-FC85S-MTL,"100G SR4 V2S,100m,0~85C,BRCM Vcsel,Intel",TR-FC85S-MTL,100G QSFP28 SR4 Gen2.0,9/20/2020,莫兆熊,"1,411.000"
9/11/2020,10023679,3001950189,200287,Intel Corporation,500-4443-005,TF-FC005-MTL,"100G AOC V2S,5m,0~85C,BRCM & ULM,Intel",TF-FC005-MTL,100G QSFP28 AOC Gen2.0,9/20/2020,莫兆熊,30.000
11/24/2020,10024451,123036EP151341L,200065,Cisco Systems Inc.,500-3425,TR-FC85S-NC2,"100G SR4 V2M,BP label for Cisco version2",10-3142-03,100G QSFP28 SR4 Gen2.0,12/5/2020,莫兆熊,2.000
9/22/2021,10028819,3013227426,200191,"Jabil Circuit,Sdn Bhd",500-3385,TR-FC85S-NCT,"100G QSFP28 SR4 V2,100m Coriant,ULM PD",ZXS-Q8S4ZZZZ-00,100G QSFP28 SR4 Gen2.0,10/15/2021,莫兆熊,24.000
6/27/2022,10032490,4500196211,200146,ADVA Optical Networking,500-3287,TR-FC85S-N00,"100G QSFP28 SR4 V2,100m,Macom,vitex(MRV)",QSFP28-100GE-SR4,100G QSFP28 SR4 Gen2.0,6/27/2022,莫兆熊,16.000
5/19/2023,10035673,111208689_44,100217,新华三信息技术有限公司,500-3265-020,TF-FC020-N00-H3C,"100G QSFP28 AOC V2M,850nm,20m,0~70C,H3C",1426A00M,100G QSFP28 AOC Gen2.0,9/19/2023,高爽,11.000
6/1/2023,10035805,111208689_45,100217,新华三信息技术有限公司,500-3264-010,TF-FC010-NHP,"100G QSFP28 AOC V2M,850nm10m,0~70C,HP",1426A00P,100G QSFP28 AOC Gen2.0,9/18/2023,高爽,10.000
12/21/2023,10036397,2307POSC00043460,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,7/22/2023,符春凯,8.000
12/21/2023,10036524,2307POSC00065418,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,8/1/2023,符春凯,52.000
8/4/2023,10036551,2308POSC00008205,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/16/2023,符春凯,2.000
10/10/2023,10037372,2310POSC00018040,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/10/2023,符春凯,40.000
12/21/2023,10037373,2310POSC00017938,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/10/2023,符春凯,108.000
10/18/2023,10037501,4500216296,200146,ADVA Optical Networking,500-3884,TR-FC85S-NAD,"100G QSFP28 SR4 V2M,100m,0~70C,for ADVA",5061998001,100G QSFP28 SR4 Gen2.0,11/3/2023,吴盛,12.000
10/25/2023,10037606,2310POSC00058737,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/25/2023,符春凯,102.000
10/25/2023,10037609,2310POSC00067281,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/25/2023,符春凯,6.000
10/25/2023,10037612,2310POSC00058776,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/25/2023,符春凯,237.000
10/25/2023,10037613,2310POSC00058780,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,10/25/2023,符春凯,546.000
11/27/2023,10038060,2311POSC00076656,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,11/27/2023,符春凯,13.000
12/4/2023,10038174,2311POSC00083670,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,12/4/2023,符春凯,61.000
12/4/2023,10038176,2312POSC00008514,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,12/4/2023,符春凯,1.000
12/4/2023,10038177,2312POSC00001787,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,12/4/2023,符春凯,55.000
12/23/2023,10038445,2312POSC00066855,100042,深圳市中兴康讯电子有限公司,500-5522,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",033030600022,100G QSFP28 SR4 Gen3.0,12/23/2023,符春凯,397.000
1/31/2024,10038946,PO22581172,100407,杭州阿里云飞天信息技术有限公司,500-7291-010,TF-FC010-NAA,"100G Q28 AOC Gen3,010m,Sony Vcsel,Ali",AB-QT0685ACn20B,100G QSFP28 AOC Gen3.0,7/5/2024,高爽,300.000
2/27/2024,10039366,0065580,200090,Add-On Computer Peripherals LLC,500-4954,TR-FC85S-H00,100G SR4 Gen3 for HT(Avago＆LP Vcsel),TR-FC85S-H00,100G QSFP28 SR4 Gen3.0,2/27/2024,莫兆熊,32.000
3/28/2024,10039876,100-BA2407282,200026,FlexOptix GmbH,561-0028,TR-FC85S-N00,"100G SR4 V2M,100m,Standard,from Taiwan",TR-FC85S-N00,100G QSFP28 SR4 Gen2.0,3/28/2024,吴盛,"1,700.000"
4/10/2024,10040093,2404POSC00018055,100042,深圳市中兴康讯电子有限公司,500-6336,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",0330306A0022,100G QSFP28 SR4 Gen3.0,7/15/2024,符春凯,97.000
5/14/2024,10040720,1130514001,200225,Optech Technology Co.LTD,500-5359,TR-FC85S-N00,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",TR-FC85S-N00,100G QSFP28 SR4 Gen3.0,5/14/2024,吴盛,100.000
5/27/2024,10040906,2405POSC00091710,100042,深圳市中兴康讯电子有限公司,500-6336,TR-FC85S-NZT,"100G Q28 SR4 G3,Avago LP Vcsel Array,ZTE",0330306A0022,100G QSFP28 SR4 Gen3.0,6/24/2024,符春凯,45.000
5/29/2024,10040946,FBNB4579,200357,"Delta Electronics, Inc.",500-6099,TR-FC85S-NB2,"100G Q28 SR4 G3,Sony Vcsel Cisco",10-3190-02,100G QSFP28 SR4 Gen3.0,7/5/2024,吴盛,560.000
6/17/2024,10041220,INU-Novality-008772,PSM01,INNOLIGHT TECHNOLOGY USA INC.,500-7179-010,TF-FPQY010-N00,"100G QSFP28 Gen3,SFP28 V4S AOC,10M,Std",TF-FPQY010-N00,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,6/17/2024,莫兆熊,15.000
6/17/2024,10041220,INU-Novality-008772,PSM01,INNOLIGHT TECHNOLOGY USA INC.,500-7179-005,TF-FPQY005-N00,"100G QSFP28 Gen3,SFP28 V4S AOC,5M,Std",TF-FPQY005-N00,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,6/17/2024,莫兆熊,18.000
6/18/2024,10041274,FBNB4633,200357,"Delta Electronics, Inc.",500-6099,TR-FC85S-NB2,"100G Q28 SR4 G3,Sony Vcsel Cisco",10-3190-02,100G QSFP28 SR4 Gen3.0,7/26/2024,吴盛,220.000
6/20/2024,10041297,PO#202406013,200275,Do Networks Limited,500-7207-003,TF-FC003-N00,"100G AOC Gen3,3m,Sony Vcsel,Standard",TF-FC003-N00,100G QSFP28 AOC Gen3.0,6/20/2024,吴盛,50.000
6/26/2024,10041373,PO22737273,100391,阿里云计算有限公司,500-7291-010,TF-FC010-NAA,"100G Q28 AOC Gen3,010m,Sony Vcsel,Ali",AB-QT0685ACn20B,100G QSFP28 AOC Gen3.0,7/26/2024,高爽,500.000
7/3/2024,10041507,3000068276,100320,"Infinera Networks (Shanghai)  Co., Ltd.",500-7709,TR-FA85S-NI2,"8G&16GFC(100G QSFP28 SR4 Gen3),Coriant",ZXS-QPFCZZMR-00,100G QSFP28 SR4 Gen3.0,7/3/2024,莫兆熊,4.000
7/3/2024,10041518,3000068195,200083,Infinera Corp. Sunnyvale,500-7709,TR-FA85S-NI2,"8G&16GFC(100G QSFP28 SR4 Gen3),Coriant",ZXS-QPFCZZMR-00,100G QSFP28 SR4 Gen3.0,7/3/2024,莫兆熊,7.000
7/3/2024,10041518,3000068195,200083,Infinera Corp. Sunnyvale,500-7709,TR-FA85S-NI2,"8G&16GFC(100G QSFP28 SR4 Gen3),Coriant",ZXS-QPFCZZMR-00,100G QSFP28 SR4 Gen3.0,7/3/2024,莫兆熊,18.000
7/3/2024,10041519,3000068194,200083,Infinera Corp. Sunnyvale,500-7709,TR-FA85S-NI2,"8G&16GFC(100G QSFP28 SR4 Gen3),Coriant",ZXS-QPFCZZMR-00,100G QSFP28 SR4 Gen3.0,7/3/2024,莫兆熊,14.000
7/3/2024,10041519,3000068194,200083,Infinera Corp. Sunnyvale,500-7709,TR-FA85S-NI2,"8G&16GFC(100G QSFP28 SR4 Gen3),Coriant",ZXS-QPFCZZMR-00,100G QSFP28 SR4 Gen3.0,7/3/2024,莫兆熊,2.000
7/3/2024,10041526,454711603,200386,Lepton Systems LP,500-5359,TR-FC85S-N00,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",TR-FC85S-N00,100G QSFP28 SR4 Gen3.0,7/12/2024,莫兆熊,32.000
7/10/2024,10041593,PO202400960,200109,"Precision Optical Technologies, Inc",500-4961-001,TF-FC001-N00,"100G AOC Gen3,1m,Avago Vcsel,Standard",TF-FC001-N00,100G QSFP28 AOC Gen3.0,7/20/2024,莫兆熊,2.000
7/10/2024,10041603,450019927,200580,Nvidia Corporation,500-7179-002,TF-FPQY002-N00,"100G QSFP28 Gen3,SFP28 V4S AOC,2M,Std",TF-FPQY002-N00,100G QSFP28 to 4x25G SFP28 AOC Gen3.0,7/10/2024,莫兆熊,50.000
7/16/2024,10041677,32220,200036,VITEX LLC,561-0104,TR-FC85S-N00,"100G SR4 Gen3,Avago Vcsel array,Std,TW",TR-FC85S-N00,100G QSFP28 SR4 Gen3.0,7/30/2024,莫兆熊,127.000
7/16/2024,10041677,32220,200036,VITEX LLC,561-0227,TR-FC85S-N00,"100G QSFP28 SR4 G3,Semtech,std,TW",TR-FC85S-N00,100G QSFP28 SR4 Gen3.0,7/16/2024,莫兆熊,193.000
7/4/2022,20013721,4509466788,200190,Jabil EMS Switzerland GmbH,500-3462-001,TF-FC001-NC2,"100G QSFP28 AOC V2 with Macom,1m,for C2",10-3172-03,100G QSFP28 AOC Gen2.0,10/14/2022,莫兆熊,240.000
7/22/2022,20013853,Test PO TW123,200378,Jabil Circuit Sdn Bhd,561-0134-005,TF-FC005-NC4,"Q28 AOC G3 5m Sony Vcsel Cisco,TW",10-3175-04,100G QSFP28 AOC Gen3.0,7/22/2022,莫兆熊,20.000
7/22/2022,20013853,Test PO TW123,200378,Jabil Circuit Sdn Bhd,561-0134-005,TF-FC005-NC4,"Q28 AOC G3 5m Sony Vcsel Cisco,TW",10-3175-04,100G QSFP28 AOC Gen3.0,7/22/2022,莫兆熊,20.000
12/11/2023,20017747,21202522339,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5614-002,TF-FC002-NC4,Q28 AOC G3 2m BRCM Vcsel Cisco,10-3173-04,100G QSFP28 AOC Gen3.0,4/5/2024,莫兆熊,80.000
12/11/2023,20017747,21202522339,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5614-002,TF-FC002-NC4,Q28 AOC G3 2m BRCM Vcsel Cisco,10-3173-04,100G QSFP28 AOC Gen3.0,4/5/2024,莫兆熊,160.000
1/26/2024,20017930,21202544740,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-010,TF-FC010-NC4,Q28 AOC G3 10m Sony Vcsel Cisco,10-3177-04,100G QSFP28 AOC Gen3.0,2/23/2024,莫兆熊,55.000
3/18/2024,20018114,21202567315,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-007,TF-FC007-NC4,Q28 AOC G3 7m Sony Vcsel Cisco,10-3176-04,100G QSFP28 AOC Gen3.0,5/31/2024,莫兆熊,25.000
3/21/2024,20018136,21202570607,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-007,TF-FC007-NC4,Q28 AOC G3 7m Sony Vcsel Cisco,10-3176-04,100G QSFP28 AOC Gen3.0,5/31/2024,莫兆熊,30.000
4/23/2024,20018381,21202583023,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,5/4/2024,莫兆熊,240.000
4/23/2024,20018384,21202583050,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,80.000
4/23/2024,20018384,21202583050,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
4/23/2024,20018384,21202583050,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
4/23/2024,20018384,21202583050,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
4/23/2024,20018384,21202583050,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,240.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-002,TF-FC002-NC4,Q28 AOC G3 2m Sony Vcsel Cisco,10-3173-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-002,TF-FC002-NC4,Q28 AOC G3 2m Sony Vcsel Cisco,10-3173-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,135.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/19/2024,莫兆熊,160.000
5/8/2024,20018425,21202588028,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-005,TF-FC005-NC4,Q28 AOC G3 5m Sony Vcsel Cisco,10-3175-04,100G QSFP28 AOC Gen3.0,7/12/2024,莫兆熊,80.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/28/2024,莫兆熊,80.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/28/2024,莫兆熊,40.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018426,21202588296,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-020,TF-FC020-NC4,Q28 AOC G3 20m Sony Vcsel Cisco,10-3179-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,7/5/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,7/5/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,240.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,80.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,40.000
5/8/2024,20018427,21202588304,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-030,TF-FC030-NC4,Q28 AOC G3 30m Sony Vcsel Cisco,10-3181-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/8/2024,20018433,21202585726,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5703,TR-FC85G-NCI,"100G Q28 SR4 G3,Sony Vcsel Cisco",10-3512-01,100G QSFP28 SR4 Gen3.0,7/12/2024,莫兆熊,40.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/28/2024,莫兆熊,160.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,7/5/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/14/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,480.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,80.000
5/13/2024,20018464,21202591533,200469,Fabrinet C/O Fabrinet Pte.Ltd.,500-5391-001,TF-FC001-NC4,Q28 AOC G3 1m Sony Vcsel Cisco,10-3172-04,100G QSFP28 AOC Gen3.0,6/21/2024,莫兆熊,110.000
