版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,5000,6010,400G RM W/H,2390900268,8200
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,5000,6010,400G RM W/H,2410300425,72000
1B,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,5000,6010,400G RM W/H,2420600443,93000
1B,0,310-0228,"Pull tab,BLACK",1000,6010,400G原材料仓,23B0900514,3505
1A,0,310-0229,Press plate,1000,6010,400G原材料仓,23B0900515,3629
1A,0,310-0241,protection cover,1000,6010,400G原材料仓,2131100330,12417
1A,0,310-0241,protection cover,1000,6010,400G原材料仓,2131100331,1500
1A,0,310-0241,protection cover,1000,6010,400G原材料仓,2131800361,3000
,0,310-0241,protection cover,1000,6010,400G原材料仓,2372511111,5883
1A,0,310-0300,"EMI Gasket,12*6.5*0.13mm",1000,6010,400G原材料仓,2111300263,57
1B,0,310-0357,"Pull Tab+Lach,Beige color",1000,6010,400G原材料仓,2392700353,459
1B,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",2000,6010,400G原材料仓,2251400373,7960
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,6010,400G原材料仓,2242400073,1379
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",1000,6010,400G原材料仓,2372600264,5
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",1000,6010,400G原材料仓,2410900300,8295
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",1000,6010,400G原材料仓,2412500445,33800
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",1000,6010,400G原材料仓,2412500446,22200
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2410200224,19195
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2410200225,2400
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2410400228,5
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2411000159,7500
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2411200342,21600
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2411700066,72000
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",2000,6010,400G原材料仓,2420100110,80000
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",5000,6010,400G RM W/H,2412500255,16600
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",5000,6010,400G RM W/H,2412500256,42000
1C,0,310-0401,"Dust cover EPDM,Duplex LC,Black",5000,6010,400G RM W/H,2412500257,18000
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",1000,6010,400G原材料仓,2251300462,2
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",1000,6010,400G原材料仓,2320900115,319
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",1000,6010,400G原材料仓,2321500144,1192
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,6010,400G原材料仓,23C0200208,4000
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,6010,400G原材料仓,2411900218,900
1C,0,310-0417,"Dust cover,EPDM,single LC,halogen free",2000,6010,400G原材料仓,2411900219,100
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",1000,6010,400G原材料仓,2412500063,3000
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",1000,6010,400G原材料仓,2420400334,4800
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",1000,6010,400G原材料仓,2420400335,2400
1E,0,310-0440,"MPO dust cover,Silicon rubber,black",2000,6010,400G原材料仓,2420600159,4845
1A,0,310-0474,"Thermal Pad,Sarcon,white,3*3*1mm",1000,6010,400G原材料仓,23B1500258,400
1A,0,310-0494-001,"Pull tab,Beige,Cisco,1m",2000,6010,400G原材料仓,2420400230,54
1A,0,310-0494-003,"Pull tab,Orange,Cisco,3m",1000,6010,400G原材料仓,23C0200280,10
1A,0,310-0494-015,"Pull tab,Black,Cisco,15m",1000,6010,400G原材料仓,2330800121,700
1A,0,310-0494-015,"Pull tab,Black,Cisco,15m",1000,6010,400G原材料仓,2330800122,670
1A,0,310-0494-015,"Pull tab,Black,Cisco,15m",1000,6010,400G原材料仓,2340100078,502
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",1000,6010,400G原材料仓,2272100305,2399
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",1000,6010,400G原材料仓,2272900248,3600
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",2000,6010,400G原材料仓,2270500347,4261
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",2000,6010,400G原材料仓,2270900200,5598
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",2000,6010,400G原材料仓,2271500253,2998
1A,0,310-0504,"Pull tab+Latch,Yellow,Pantone color135C",2000,6010,400G原材料仓,2271700100,600
1A,0,310-0560,"Pull tab,Green,for Juniper",1000,6010,400G原材料仓,23C1400157,2000
1A,0,310-0573,"Pull tab,green,for Cisco",5000,6010,400G RM W/H,2331300200,296
1A,0,310-0574,"Pull tab,light green,Cisco",5000,6010,400G RM W/H,2362800124,600
1A,0,310-0590,"pull tab+latch,YELLOW",2000,6010,400G原材料仓,2151100426,274
1A,0,310-0734,"Pull tab,CISCO Grape Blue color",1000,6010,400G原材料仓,2272300292,3000
1A,0,310-0734,"Pull tab,CISCO Grape Blue color",2000,6010,400G原材料仓,2261500483,180
1A,0,310-0734,"Pull tab,CISCO Grape Blue color",2000,6010,400G原材料仓,2272300292,13
1A,0,311-0244,"mylar,PC98,10.2X14X0.1MM",5000,6010,400G RM W/H,2372000315,1000
1A,0,311-0276,EMI PAD,2000,6010,400G原材料仓,2420600271,18000
,0,311-0276,EMI PAD,5000,6010,400G RM W/H,2292800045,500
1A,0,311-0276,EMI PAD,5000,6010,400G RM W/H,2381700297,4000
1A,0,311-0363,"Tape,PI+Dow7388,CK75100F,5*7*0.05",2000,6010,400G原材料仓,2150900010,45114
1A,0,311-0436,"EMI Composite Tape,15.0*5.7*0.08mm",2000,6010,400G原材料仓,2412400081,22050
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",1000,6010,400G原材料仓,2411000464,1336
1C,0,312-0036,"protect cover,santoprene251-70w232,Black",5000,6010,400G RM W/H,23A1400309,304
1B,0,320-0128,"EMI Finger,SUS301",1000,6010,400G原材料仓,2410300266,74
1B,0,320-0128,"EMI Finger,SUS301",2000,6010,400G原材料仓,2410300266,501
1B,0,320-0128,"EMI Finger,SUS301",2000,6010,400G原材料仓,2410300268,520
1B,0,320-0128,"EMI Finger,SUS301",5000,6010,400G RM W/H,2411000455,1000
1A,0,320-0284,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",1000,6010,400G原材料仓,2420400095,240000
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2282200035,661
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2282200036,100
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2290600251,900
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2290700313,800
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2291100004,650
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2291200040,702
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2291400268,500
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2292000045,608
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2292600031,61
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,2292600032,539
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22A0500076,1324
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22A0500101,1000
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22A0500183,1000
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B0100117,2000
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B0300059,1016
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B0300060,984
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B0800175,737
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B0800176,358
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B1200156,1062
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B1200157,258
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22B1400056,937
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22C0100030,986
1B,0,320-0367,Hermetic box for TOSA,1000,6010,400G原材料仓,22C1200043,386
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2281200239,1386
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2290600252,900
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2290700314,800
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2291100005,514
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2291200041,702
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2291400269,500
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2292000046,608
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2292600033,481
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,2292600034,429
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22A0500077,1324
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22A0500102,1000
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22A0500184,1000
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22A3100045,163
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B0100118,2000
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B0300061,1413
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B0800177,400
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B0800178,695
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B1200158,805
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B1200159,756
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B1400057,837
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22B1900220,381
1A,0,320-0368,"Lid,TOSA Hermetic,GMS-B5370",1000,6010,400G原材料仓,22C0100031,986
1C,0,320-0471,"Rx prism cover,14.85*5.9*0.05",2000,6010,400G原材料仓,2310500197,1000
1A,0,320-0493,Receptacle z ring,1000,6010,400G原材料仓,2340700178,1476
1A,0,320-0493,Receptacle z ring,1000,6010,400G原材料仓,2341200063,2548
1A,0,320-0493,Receptacle z ring,1000,6010,400G原材料仓,2341200221,1300
1C,0,320-0614,"RX CB lens holder,6.5x2.7x1.65mm,",1000,6010,400G原材料仓,23A0700150,289
1A,0,321-0172,"LC Metal Plug a,SUS304",1000,6010,400G原材料仓,2192400228,79
1A,0,321-0172,"LC Metal Plug a,SUS304",1000,6010,400G原材料仓,2192600213,100
1A,0,321-0173,"LC Metal Plug b,SUS304",1000,6010,400G原材料仓,2192400229,79
1A,0,321-0173,"LC Metal Plug b,SUS304",1000,6010,400G原材料仓,21A0800220,100
2A,0,330-0005,blank label,1000,6010,400G原材料仓,2410400404,5000
2A,0,330-0005,blank label,2000,6010,400G原材料仓,2410400404,5000
1A,0,330-0006,"Label,80×50mm,white,blank",1000,6010,400G原材料仓,23B0900212,3000
1A,0,330-0007,"Label,115×60mm,white,blank,shipping",1000,6010,400G原材料仓,2141300116,2500
1A,0,330-0007,"Label,115×60mm,white,blank,shipping",1000,6010,400G原材料仓,2181600216,1500
1A,0,330-0007,"Label,115×60mm,white,blank,shipping",2000,6010,400G原材料仓,2152500274,6000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2391300259,3000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2391800095,2000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2391900189,2000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2392900136,8000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23A1700062,6000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23A1800242,7000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23B0900213,3000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23B1600041,20000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23B2500050,3000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23C2300105,60000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,23C2300106,16000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2411000386,30000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",1000,6010,400G原材料仓,2413100136,20000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",2000,6010,400G原材料仓,23A1000141,1000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",2000,6010,400G原材料仓,23B1500121,5000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",2000,6010,400G原材料仓,2410900190,5000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",5000,6010,400G RM W/H,2391300259,21000
1A,0,330-0024,"Label,90*60*0.1mm,white,blank",5000,6010,400G RM W/H,2391300260,18000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,6010,400G原材料仓,23C2800019,5000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,6010,400G原材料仓,23C2800020,9000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,6010,400G原材料仓,23C2800021,5000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,6010,400G原材料仓,2411500131,4500
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",1000,6010,400G原材料仓,2413100138,10000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",5000,6010,400G RM W/H,2381100301,2000
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",5000,6010,400G RM W/H,23C2800020,1500
1A,0,330-0025,"Label,150*100*0.1,white,bk,ESK outer box",5000,6010,400G RM W/H,2411500131,5500
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",1000,6010,400G原材料仓,2420100017,35000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",2000,6010,400G原材料仓,2411100146,10000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",2000,6010,400G原材料仓,2411100147,20000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",2000,6010,400G原材料仓,2420300158,150000
1B,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,6010,400G RM W/H,2381700055,5000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,6010,400G RM W/H,23A1800002,15000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,6010,400G RM W/H,23C2200246,20000
1C,0,330-0081,"Label,29.0*15.0,white,inno-logo",5000,6010,400G RM W/H,2411900124,15000
1A,0,330-0087,"Label,26.0*15.0*0.1,white,Blank",2000,6010,400G原材料仓,2411800429,20000
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",1000,6010,400G原材料仓,2413100139,25000
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",2000,6010,400G原材料仓,23C2300024,10000
1A,0,330-0088,"Label,29.0*15.0*0.1,white,Blank",2000,6010,400G原材料仓,2411800430,10000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",1000,6010,400G原材料仓,2412500162,20000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",1000,6010,400G原材料仓,2413100140,200000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",2000,6010,400G原材料仓,2412700353,30000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",2000,6010,400G原材料仓,2420200119,10000
1B,0,330-0101,"Label,rounded corner,white,blank,for Box",5000,6010,400G RM W/H,2413100140,50000
2A,0,330-0121,"Label,29*15,white,Flexoptix",1000,6010,400G原材料仓,2412700185,10000
2A,0,330-0121,"Label,29*15,white,Flexoptix",2000,6010,400G原材料仓,2410900029,5000
1A,0,330-0135,"Label 150x100mm,yellow,to prevent unpack",1000,6010,400G原材料仓,2151000090,2000
1B,0,330-0164,"Label,29x15x0.1,white,Juniper",1000,6010,400G原材料仓,2410400405,5000
1B,0,330-0173,"Label,29.0x15.0x0.1mm,DELL Logo",1000,6010,400G原材料仓,2262900025,5000
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",1000,6010,400G原材料仓,23B2000269,5000
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",1000,6010,400G原材料仓,23C1100111,5000
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",2000,6010,400G原材料仓,2362200124,5000
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",2000,6010,400G原材料仓,2362700152,5000
2A,0,330-0189,"Label,29.0*15.0*0.1,white,ZTE",2000,6010,400G原材料仓,2362700153,5000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",1000,6010,400G原材料仓,23C2800022,2000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",1000,6010,400G原材料仓,23C2900046,5000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",2000,6010,400G原材料仓,23C1900193,5000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",2000,6010,400G原材料仓,2411800432,5000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",5000,6010,400G RM W/H,2152500275,6000
1A,0,330-0194,"Label,60×40mm,white,blank,pack label",5000,6010,400G RM W/H,23C2800023,1000
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",1000,6010,400G原材料仓,23B2500052,5000
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",1000,6010,400G原材料仓,2411500132,5000
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",1000,6010,400G原材料仓,2411900103,5000
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",5000,6010,400G RM W/H,2362800140,4000
1A,0,330-0198,"Label,25.0*13,white,blank,Cisco",5000,6010,400G RM W/H,23B2500052,5000
1A,0,330-0203,"Label,20.0*50.0,Yellow,Extreme Packing",1000,6010,400G原材料仓,23C0100094,5000
1A,0,330-0209,"Label,29.0*15.0,white,Innolight,H3C",1000,6010,400G原材料仓,2152200055,5000
1A,0,330-0216,"Label,29.0*15.0,white,Juniper,TUV、UL",1000,6010,400G原材料仓,2320200028,5000
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",1000,6010,400G原材料仓,23C0100160,2500
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",1000,6010,400G原材料仓,2411900104,5000
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",1000,6010,400G原材料仓,2411900105,5000
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",2000,6010,400G原材料仓,23B1100011,4000
,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",5000,6010,400G RM W/H,2271400203,1000
1A,0,330-0228,"Label,100*250*0.1mm,white,blank,Google",5000,6010,400G RM W/H,2370200048,4000
1A,0,330-0229,"Label,63.5*25.4*0.1mm,1 logo,H3C tray",2000,6010,400G原材料仓,2262900026,1000
1A,0,330-0233,"Label,50.0*75.0,‘PARTIAL CASE',Google",1000,6010,400G原材料仓,2411200051,5000
,0,330-0233,"Label,50.0*75.0,‘PARTIAL CASE',Google",5000,6010,400G RM W/H,19C0700127,1000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,2390500186,25000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,2390900204,7000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,2391400056,14000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,2392000051,56000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,2392000052,3000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23A0800175,12000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23A1000275,48000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23A1500101,6000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23A2700013,22000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23B0100091,88000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23C0100095,16000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",1000,6010,400G原材料仓,23C1200211,34000
1A,0,330-0234,"Label,14.0*4.0*0.1mm,for Auto",2000,6010,400G原材料仓,2272000121,100000
1B,0,330-0255,"Label,29.0*15.0mm,Precision",1000,6010,400G原材料仓,2150800004,15000
1B,0,330-0255,"Label,29.0*15.0mm,Precision",1000,6010,400G原材料仓,2160200565,20000
1B,0,330-0255,"Label,29.0*15.0mm,Precision",1000,6010,400G原材料仓,2171500336,10000
1B,0,330-0255,"Label,29.0*15.0mm,Precision",2000,6010,400G原材料仓,2152600022,15000
1A,0,330-0265,"Label,29.0*15.0*0.1mm,H3C",1000,6010,400G原材料仓,2410500127,5000
1A,0,330-0265,"Label,29.0*15.0*0.1mm,H3C",2000,6010,400G原材料仓,23C0800025,5000
1A,0,330-0266,"Label,26*10.5*0.1mm,white,Cisco",1000,6010,400G原材料仓,2411500134,5000
1A,0,330-0266,"Label,26*10.5*0.1mm,white,Cisco",1000,6010,400G原材料仓,2413100141,15000
1A,0,330-0271,"Label,29.0*15.0*0.1mm,Coriant",1000,6010,400G原材料仓,2382400035,5000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",1000,6010,400G原材料仓,2411200052,15000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",1000,6010,400G原材料仓,2420100046,15000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",2000,6010,400G原材料仓,2412500124,60000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",5000,6010,400G RM W/H,2371400111,30000
1A,0,330-0273,"Label,24.0*8.0*0.1mm,blank,Ass lin",5000,6010,400G RM W/H,2381100304,10000
2B,0,330-0285,"Label,26*10.5*0.1mm,white,inno logo",1000,6010,400G原材料仓,2131200048,50000
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",1000,6010,400G原材料仓,2411200053,5000
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",1000,6010,400G原材料仓,2412500164,5000
,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",5000,6010,400G RM W/H,2261900109,4920
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",5000,6010,400G RM W/H,2362700148,5000
1A,0,330-0292,"Label,25.0*13.0*0.1mm,Cisco",5000,6010,400G RM W/H,2370500317,5000
1A,0,330-0327,"Label,100*100*0.1mm,white,blank,Arista",1000,6010,400G原材料仓,23B1000279,5000
1A,0,330-0328,"Label,51*25.5*0.1mm,white,blank,Arista",2000,6010,400G原材料仓,2271400204,15000
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",1000,6010,400G原材料仓,2411100123,4000
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",1000,6010,400G原材料仓,2411600089,1000
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",2000,6010,400G原材料仓,23B3000022,4997
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",2000,6010,400G原材料仓,23C2800003,5000
1A,0,330-0352,"label,29*15*0.1,inno&CE TUV,Ali",2000,6010,400G原材料仓,2411100148,1000
1A,0,330-0383,"Label,80*50*0.1mm,white,HT,pack label",1000,6010,400G原材料仓,2160100002,2000
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2290100167,65795
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2290300177,35836
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2312900010,56754
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2321300014,80748
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2330800195,32872
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2360100066,2995
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2370700297,2000
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,2370700298,995
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,23A0300080,2990
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,23A0300081,2976
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,23B3000196,1000
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,23B3000197,1995
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",1000,6010,400G原材料仓,23C2000003,2998
1A,0,330-0403,"Label,25*13,Cisco BP:473-00014-05(TMG9)",5000,6010,400G RM W/H,2411800225,11984
1A,0,340-0062,"Pull tab,Blue,pantone 300U,AWS",2000,6010,400G原材料仓,2163000388,27
1A,0,340-0062,"Pull tab,Blue,pantone 300U,AWS",2000,6010,400G原材料仓,21C0600010,1340
1A,0,340-0062,"Pull tab,Blue,pantone 300U,AWS",2000,6010,400G原材料仓,21C0600011,3000
1A,0,340-0062,"Pull tab,Blue,pantone 300U,AWS",2000,6010,400G原材料仓,21C1000048,4417
1A,0,340-0062,"Pull tab,Blue,pantone 300U,AWS",2000,6010,400G原材料仓,21C1500075,600
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2150800386,336
1A,0,340-0063,"Pull tab,Green,362U,2km,AWS",2000,6010,400G原材料仓,2150900100,361
