Creation_Date,Sales_Channel,订单类型描述,CustomerCode,CustomerName,注释,Series,PN,Model,Description,物料组2描述,物料组3描述,物料短描述,DeliveryDate0,DeliveryQuantity,Revenue,UnmetQuantity,SONumber,CompanyCode,SystemSONumber,ItemId,CompanyName,IndustrialStandard,CustomerPN,Quantity,Currency,DeliveryDate,销售员姓名,拒绝原因描述,创建人,
2/14/24,国外-直销,标准销售订单,200382,"Keysight Technologies, Inc.",Keysight-USA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",2/29/24,300.000,,1200.000,9080073981,1000,10039141,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,1500,USD,2/14/24,莫兆熊,,HURN,
2/14/24,国外-直销,标准销售订单,200382,"Keysight Technologies, Inc.",Keysight-USA,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",,1200.000,,0,9080073981,1000,10039141,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,1500,USD,2/14/24,莫兆熊,,HURN,
2/18/24,国外-直销,标准销售订单,200271,Ericsson AB (EAB),Ericsson AB (EAB),100G,500-6283-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,"100G QSFP28 AOC Gen3,10m,Avago,ERI",3/6/24,1.000,,0,4530093257,7000,10039153,10,innolight tech. pte. lim.,TF-FC010-M00,RDH 104 03/10M,1,USD,2/19/24,莫兆熊,,WANGMH,
2/18/24,国外-直销,标准销售订单,200036,VITEX,VITEX,100G,500-4562,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+LR4 V3,CWDM4 S Platform_Ocl,Std",2/22/24,8.000,,0,29160,1000,10039163,10,苏州旭创科技有限公司,TR-QQ13L-N00,TR-QQ13L-N00,8,USD,2/19/24,莫兆熊,,WANGMH,
2/18/24,国外-直销,标准销售订单,200006,"Ficer Technology Co.,Ltd","Ficer Technology Co.,Ltd",100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",2/22/24,80.000,,0,PO240217-01,1000,10039170,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,80,USD,2/18/24,吴盛,,HURN,
2/20/24,国内-直销,标准销售订单,100185,深圳融溢科技有限公司,,100G,500-6485,40G QSFP+ LX4 Gen3.0(100G QSFP28 CWDM4 Gen3.0 platform),40G QSFP+ LX4 Gen3(100G Q28 CWDM4 G3平台),40G QSFP+ LX4,,"40G QSFP+ LX4 Gen3(Q28 CWDM4 Gen3),Std",2/29/24,120.000,,0,SINC20240220001,1000,10039226,10,苏州旭创科技有限公司,TR-QQ13Y-N00,TR-QQ13Y-N00,120,CNY,2/20/24,杨陵辉,,YANGLH,
2/21/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,561-0056,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 COP,Std(Weld+Ocl),TW",2/23/24,3.000,,0,PO-240219-001,7000,10039248,10,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,3,USD,2/21/24,莫兆熊,,HURN,
2/21/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,561-0057,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 COP Std(Weld+Mit),TW",2/23/24,527.000,,0,PO-240219-001,7000,10039248,20,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,527,USD,2/21/24,莫兆熊,,HURN,
2/22/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,500-4292,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",2/25/24,105.000,,0,PO-240219-001,7000,10039248,30,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,105,USD,2/21/24,莫兆熊,,HURN,
2/22/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",2/25/24,85.000,,0,PO-240219-001,7000,10039248,40,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,85,USD,2/21/24,莫兆熊,,HURN,
2/22/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,500-4292,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Gen3 Mitsubishi DFB)",3/16/24,145.000,,335.000,PO-240219-001,7000,10039248,50,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,480,USD,2/21/24,莫兆熊,,HURN,
3/13/24,国外-直销,标准销售订单,200618,CREATEOPTICS TECHNOLOGY LIMITED,CREATEOPTICS TECHNOLOGY LIMITED,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",3/16/24,20.000,,0,PO-240219-001,7000,10039248,60,innolight tech. pte. lim.,TR-FC13T-N00,TR-FC13T-N00,20,USD,2/21/24,莫兆熊,,HURN,
2/22/24,国外-直销,标准销售订单,200071,Juniper Networks,Juniper Networks,100G,561-0026,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4,Juniper S3BU,Gen3 Mits DFB,TW",2/29/24,4.000,,0,500175946,1000,10039258,40,苏州旭创科技有限公司,TR-FC13T-NJ3,740-061408,4,USD,2/22/24,莫兆熊,,WANGMH,
2/23/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,0,,230.000,HWHG2773528-28,1000,10039282,1,苏州旭创科技有限公司,TR-FC13V-N00,34061300,230,CNY,6/1/24,严冰艾,,BIZLINK,
2/23/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,0,,230.000,HWHG2773528-28,1000,10039282,2,苏州旭创科技有限公司,TR-FC13V-N00,34061300,230,CNY,6/15/24,严冰艾,,BIZLINK,
2/23/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,271.000,2402POSC00044385,1000,10039285,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,271,CNY,2/23/24,符春凯,,YANGLH,
2/23/24,国外-直销,标准销售订单,200088,Amazon-AWS,Amazon-AWS,100G,500-5785,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"40G&100G CWDM4 COP(S-180),AWS(Mit Gen3)",3/1/24,12.000,,0,US47318085,1000,10039289,10,苏州旭创科技有限公司,TR-FC13T-NWB,TR-FC13T-NWB,12,USD,2/29/24,莫兆熊,,WANGS,
2/23/24,国外-直销,标准销售订单,200088,Amazon-AWS,Amazon-AWS,100G,500-5680,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"40G&100G QSFP28 CWDM4 COP,AWS (Ocl DFB)",,0,,12.000,US47318085,1000,10039289,20,苏州旭创科技有限公司,TR-FC13T-NWD,TR-FC13T-NWD,12,USD,2/29/24,莫兆熊,,WANGS,
2/23/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,32.000,,32.000,111579566-8,1000,10039290,10,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,32,CNY,2/23/24,高爽,,WANGZB,
2/23/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,16.000,,16.000,111579566-8,1000,10039290,20,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,16,CNY,2/23/24,高爽,,WANGZB,
2/23/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,2.000,,2.000,111579566-8,1000,10039290,30,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,2,CNY,2/23/24,高爽,,WANGZB,
2/23/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,14.000,,14.000,111579566-8,1000,10039290,40,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,14,CNY,2/23/24,高爽,,WANGZB,
2/26/24,国内-直销,标准销售订单,100300,北京字跳网络技术有限公司,,100G,500-4692,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0(Mitsubishi Gen3),Standard",3/19/24,100.000,,0,PO202402220030,1000,10039294,120,苏州旭创科技有限公司,TR-QQ13L-N00,BD3400000018,100,CNY,3/30/24,高爽,,YANGXM,
2/26/24,国内-直销,标准销售订单,100300,北京字跳网络技术有限公司,,100G,500-4692,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"QSFP+ LR4 V3.0(Mitsubishi Gen3),Standard",3/19/24,210.000,,0,PO202402220030,1000,10039294,130,苏州旭创科技有限公司,TR-QQ13L-N00,BD3400000018,210,CNY,3/30/24,高爽,,YANGXM,
2/26/24,国外-直销,标准销售订单,200146,ADVA Optical Networking,ADVA Optical Networking,100G,500-3884,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4,,"100G QSFP28 SR4 V2M,100m,0~70C,for ADVA",,0,,5.000,4500221424,1000,10039310,40,苏州旭创科技有限公司,TR-FC85S-NAD,5061998001,5,USD,2/26/24,吴盛,,WANGMH,
2/26/24,国外-直销,标准销售订单,200495,"Ciena Global Products Company, Ltd.","Ciena Global Products Company, Ltd.",100G,561-0120,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 Gen3,Sem+Sony Vcsel,Cinea,TW",3/12/24,8.000,,0,4334037079,7000,10039335,10,innolight tech. pte. lim.,TR-FC85S-NCE,XCVR-Q00Z85,8,USD,2/26/24,莫兆熊,,HURN,
2/26/24,国外-直销,标准销售订单,200275,Do Networks Limited,Do Networks Limited,100G,500-3776-02,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",,0,,200.000,PO#20240226,1000,10039338,10,苏州旭创科技有限公司,TR-FC13T-N00,TR-FC13T-N00,200,USD,2/26/24,吴盛,,HURN,
2/27/24,国外-直销,标准销售订单,200071,Juniper Networks,Juniper Networks,100G,500-5424,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,40G QSFP+ IR4 V3.0(100G Sum DFB)Juniper,3/7/24,1.000,,0,500176128,1000,10039351,10,苏州旭创科技有限公司,TR-QQ13T-NJ4,740-056707,1,USD,2/27/24,莫兆熊,,HURN,
2/27/24,国外-直销,标准销售订单,200146,ADVA Optical Networking,ADVA Optical Networking,100G,500-3884,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4,,"100G QSFP28 SR4 V2M,100m,0~70C,for ADVA",,0,,3.000,4500221518,1000,10039360,30,苏州旭创科技有限公司,TR-FC85S-NAD,5061998001,3,USD,2/27/24,吴盛,,WANGMH,
2/27/24,国外-直销,标准销售订单,200090,Add-On Computer Peripherals LLC,Add-On Computer Peripherals LLC,100G,500-4954,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,100G SR4 Gen3 for HT(Avago＆LP Vcsel),,0,,32.000,0065580,1000,10039366,10,苏州旭创科技有限公司,TR-FC85S-H00,TR-FC85S-H00,32,USD,2/27/24,莫兆熊,,WANGMH,
2/28/24,国外-直销,标准销售订单,200109,Precision Optical Transceivers,Precision Optical Transceivers,100G,500-7207-002,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,"100G AOC Gen3,2m,Sony Vcsel,Standard",,0,,20.000,PO202400261,1000,10039370,10,苏州旭创科技有限公司,TF-FC002-N00,TF-FC002-N00,20,USD,2/28/24,莫兆熊,,WANGMH,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240228801000043,1000,10039373,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,1.000,TSPO240228801000044,1000,10039374,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,1,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240228801000045,1000,10039375,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240228801000046,1000,10039376,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200535,ORIENTAL POWER HOLDINGS LIMITED,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,20.000,TSPO240228801000047,1000,10039377,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,20,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,4.000,TSPO240228801000048,1000,10039378,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,4,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240228801000049,1000,10039379,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,1.000,TSPO240228801000050,1000,10039380,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,1,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,128.000,TSPO240228801000051,1000,10039381,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,128,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,128.000,TSPO240228801000052,1000,10039382,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,128,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240228801000053,1000,10039383,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,1.000,TSPO240228801000053,1000,10039383,20,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,1,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240228801000054,1000,10039384,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240228801000055,1000,10039385,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240228801000055,1000,10039385,20,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240228801000055,1000,10039385,30,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
2/28/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,256.000,TSPO240228801000056,1000,10039386,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,256,USD,4/20/24,符春凯,,SUNYJ,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,48.000,111579566_9,1000,10039426,10,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,48,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,24.000,111579566_9,1000,10039426,20,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,24,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,16.000,111579566_9,1000,10039426,30,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,16,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,34.000,111579566_9,1000,10039426,40,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,34,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,64.000,111579566_9,1000,10039426,50,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,64,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,16.000,111579566_9,1000,10039426,60,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,16,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,12.000,111579566_9,1000,10039426,70,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,12,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,18.000,111579566_9,1000,10039426,80,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,18,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,12.000,111579566_9,1000,10039426,90,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,12,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-6266,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"40G QSFP+ IR4 V3.0,Mit DFB,GCS,2km,UNIS",,0,,48.000,111579566_9,1000,10039426,100,苏州旭创科技有限公司,TR-FC13T-N4T,3406A078,48,CNY,3/1/24,高爽,,WANGZB,
