BOM_ID,LOCATION_ID,PARENT_ID,ALT_GROUP,PREFERENCE,ELEM_IX,CHILD_ID,NEW_SUPPLY,GRADE,RATE,BATCH_SIZE,EFFECTIVE_START,EFFECTIVE_END
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,737,737,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-003,1000,500-3462-003,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-003,2000,500-3462-003,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-003,5000,500-3462-003,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-003,6000,500-3462-003,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,22,22,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,23,23,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,745,745,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,746,746,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,747,747,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,856,856,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,857,857,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,858,858,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,738,738,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,739,739,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,7,7,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,8,8,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,3,3,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,3,3,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,3,3,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,9,9,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,740,740,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,741,741,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-005,1000,500-3462-005,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-005,2000,500-3462-005,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-005,5000,500-3462-005,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-005,6000,500-3462-005,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,24,24,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,25,25,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,748,748,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,749,749,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,750,750,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,859,859,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,860,860,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,861,861,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,742,742,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,743,743,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,10,10,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,11,11,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,4,4,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,4,4,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,4,4,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,12,12,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,744,744,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,745,745,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-007,1000,500-3462-007,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-007,2000,500-3462-007,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-007,5000,500-3462-007,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-007,6000,500-3462-007,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,26,26,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,27,27,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,751,751,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,752,752,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,753,753,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,862,862,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,863,863,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,864,864,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,746,746,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,747,747,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,13,13,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,14,14,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,5,5,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,5,5,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,5,5,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,15,15,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,748,748,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,749,749,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-010,1000,500-3462-010,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-010,2000,500-3462-010,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-010,5000,500-3462-010,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-010,6000,500-3462-010,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,28,28,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,29,29,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,754,754,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,755,755,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,756,756,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,865,865,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,866,866,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,867,867,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,750,750,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,751,751,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,16,16,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,17,17,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,6,6,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,6,6,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,6,6,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,18,18,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,752,752,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,753,753,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-015,1000,500-3462-015,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-015,2000,500-3462-015,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-015,5000,500-3462-015,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-015,6000,500-3462-015,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,30,30,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,31,31,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,757,757,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,758,758,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,759,759,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,868,868,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,869,869,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,870,870,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,754,754,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,755,755,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,19,19,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,20,20,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,7,7,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,7,7,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,7,7,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,21,21,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,756,756,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,757,757,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-020,1000,500-3462-020,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-020,2000,500-3462-020,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-020,5000,500-3462-020,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-020,6000,500-3462-020,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-1569,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,32,32,140-0340,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,,33,33,140-0345,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-40,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,B1,1,1,280-1243-35,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1354,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,760,760,140-0113,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,761,761,140-0313,-,-,-,-,-,-
BOM_504-1354,LOCATION-PCBA-Subcon,504-1354,,762,762,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1431,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,871,871,140-0113,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,872,872,140-0313,-,-,-,-,-,-
BOM_504-1431,LOCATION-PCBA-Subcon,504-1431,,873,873,140-0338,-,-,-,-,-,-
BOM_504-1569,LOCATION-PCBA-Subcon,504-1569,A1,3,3,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,758,758,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,759,759,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_504-1569,1000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,2000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_504-1569,5000,504-1569,D1,2,2,280-0654-CN,-,-,-,-,-,-
BOM_502-1612-XXX,1000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,2000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_502-1612-XXX,5000,502-1612-XXX,E1,1,1,504-2000,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,22,22,140-0340,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,23,23,140-0345,-,-,-,-,-,-
BOM_504-2000,1000,504-2000,,8,8,280-1600-20,-,-,-,-,-,-
BOM_504-2000,2000,504-2000,,8,8,280-1600-20,-,-,-,-,-,-
BOM_504-2000,5000,504-2000,,8,8,280-1600-20,-,-,-,-,-,-
BOM_504-2000,LOCATION-PCBA-Subcon,504-2000,,24,24,504-1694,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,760,760,140-0113,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0313,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,,761,761,140-0338,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0628,-,-,-,-,-,-
BOM_504-1694,LOCATION-PCBA-Subcon,504-1694,D1,2,2,140-0834,-,-,-,-,-,-
BOM_500-3462-025,1000,500-3462-025,,1,1,502-1612-XXX,-,-,-,-,-,-
BOM_500-3462-025,2000,500-3462-025,,1,1,502-1612-XXX,-,-,-,-,-,-
